,incident_id,mine_type,mine_location,country,worker_age,years_experience,employment_type,job_title,gender,incident_date,day_of_week,incident_time,shift_type,hours_into_shift,equipment_involved,task_at_incident,injury_mechanism,injury_type,body_part_injured,injury_severity,ppe_worn
3951,INC-0EC004C5,artisanal,surface,drc,40,2.9,operator,excavator_operator,male,2022-07-06,friday,16.34,evening,1.4,none,maintenance_repair,struck_by_object,contusion,hand_finger,days_away,none
3952,INC-76E1CE46,artisanal,surface,other,22,6.0,contractor,mechanic_repairman,male,2020-05-20,friday,11.44,morning,4.9,mobile_equipment,lifting_lowering,falling,contusion,hand_finger,days_away,none
3953,INC-AD6989E6,artisanal,underground,drc,33,14.3,operator,supervisor,male,2021-05-19,wednesday,2.09,night,7.1,components_parts,other,other,laceration,foot_lower_leg,fatality,none
3954,INC-47CC3FF2,formal_large,surface,other,56,12.6,operator,laborer,male,2021-07-23,wednesday,12.33,morning,1.7,components_parts,operating_equipment,other,laceration,torso,first_aid,none
3955,INC-4BD919B0,formal_small,surface,ethiopia,52,17.2,operator,laborer,male,2024-08-23,saturday,12.8,morning,10.5,mobile_equipment,other,vehicle_motion,burns,head_face,days_away,none
3956,INC-4201B959,artisanal,surface,south_africa,33,4.4,contractor,mechanic_repairman,male,2024-03-31,tuesday,11.97,morning,4.3,none,other,other,abrasion,multiple,restricted_work,none
3957,INC-B942767C,artisanal,surface,ghana,31,3.3,contractor,truck_operator,female,2021-11-05,monday,13.57,morning,5.3,light_vehicle,directing_equipment,struck_by_object,fracture,upper_extremity,days_away,none
3958,INC-B0D07528,formal_large,surface,drc,34,16.0,operator,other,female,2020-11-10,tuesday,11.76,morning,11.2,mobile_equipment,maintenance_repair,vehicle_motion,laceration,multiple,restricted_work,full
3959,INC-60C817CF,formal_small,surface,south_africa,35,17.0,operator,other,male,2020-10-24,wednesday,12.0,morning,4.6,mobile_equipment,maintenance_repair,trapped_between,laceration,upper_extremity,first_aid,full
3960,INC-A34404C6,formal_large,surface,other,20,2.0,operator,truck_operator,female,2022-07-24,monday,10.8,morning,7.1,components_parts,other,other,amputation,hand_finger,fatality,full
3961,INC-F7563591,formal_large,surface,south_africa,49,24.0,operator,mechanic_repairman,male,2024-09-22,monday,11.16,morning,10.4,haul_truck,cleaning_clearing,trapped_between,multiple,foot_lower_leg,days_away,full
3962,INC-E6D72B39,artisanal,underground,other,25,3.0,operator,blaster,male,2022-12-29,tuesday,12.88,morning,8.5,drill_rig,drilling,other,fracture,hand_finger,days_away,none
3963,INC-EDB1E912,formal_large,surface,zimbabwe,53,8.7,contractor,truck_operator,male,2021-12-24,wednesday,15.39,evening,2.0,mobile_equipment,other,other,laceration,multiple,fatality,partial
3964,INC-658BC414,formal_large,surface,drc,54,16.2,operator,welder,female,2024-02-21,saturday,14.28,evening,2.6,none,other,hit_by_moving,multiple,foot_lower_leg,restricted_work,partial
3965,INC-E664BBDB,formal_large,surface,other,49,19.5,operator,truck_operator,male,2022-05-30,saturday,12.89,morning,5.6,haul_truck,operating_equipment,struck_by_object,multiple,foot_lower_leg,days_away,partial
3966,INC-C87F8791,formal_small,surface,ghana,41,12.3,operator,laborer,female,2021-02-01,sunday,10.52,morning,3.0,mobile_equipment,operating_equipment,struck_by_object,amputation,torso,days_away,partial
3967,INC-8E79A79A,formal_large,surface,tanzania,37,19.0,operator,mechanic_repairman,male,2024-02-24,monday,12.44,morning,5.9,components_parts,other,struck_by_object,laceration,hand_finger,temporary_disability,full
3968,INC-A2082A11,formal_small,underground,south_africa,35,13.1,operator,driller,female,2024-07-23,thursday,11.16,morning,11.2,none,other,hit_by_moving,other,head_face,permanent_disability,full
3969,INC-2EA7CC16,formal_large,surface,drc,41,18.1,operator,supervisor,male,2021-06-09,monday,14.42,evening,3.3,mobile_equipment,maintenance_repair,struck_by_object,laceration,upper_extremity,days_away,full
3970,INC-AD9520EB,artisanal,underground,drc,29,8.6,operator,blaster,female,2024-11-25,monday,13.76,morning,1.0,drill_rig,drilling,other,laceration,upper_extremity,days_away,none
3971,INC-BEC4334A,formal_large,surface,ghana,33,11.0,contractor,other,female,2022-08-23,friday,10.76,morning,4.5,mobile_equipment,lifting_lowering,other,burns,hand_finger,fatality,full
3972,INC-89EB0344,formal_small,underground,south_africa,59,17.1,operator,driller,male,2021-03-16,saturday,14.3,evening,8.0,none,other,struck_by_rock,other,upper_extremity,permanent_disability,partial
3973,INC-9B3A6039,formal_large,surface,ghana,30,12.0,operator,supervisor,male,2024-04-30,friday,13.26,morning,7.6,components_parts,maintenance_repair,other,fracture,upper_extremity,temporary_disability,partial
3974,INC-A7F38521,formal_large,surface,south_africa,41,23.0,operator,truck_operator,male,2020-09-14,tuesday,9.94,morning,10.8,haul_truck,lifting_lowering,fall_slip,burns,upper_extremity,temporary_disability,partial
3975,INC-C2082578,formal_large,surface,drc,24,6.0,operator,laborer,female,2021-04-12,saturday,11.94,morning,7.5,haul_truck,lifting_lowering,hit_by_moving,laceration,hand_finger,first_aid,full
3976,INC-08404461,formal_large,surface,ghana,45,27.0,contractor,truck_operator,male,2021-10-31,sunday,12.96,morning,2.5,hand_tools,directing_equipment,other,multiple,hand_finger,first_aid,full
3977,INC-A97E1BA0,formal_large,underground,other,42,21.5,operator,other,male,2024-06-20,tuesday,13.24,morning,0.7,earth_moving,other,hit_by_moving,multiple,multiple,fatality,full
3978,INC-851E5108,formal_small,underground,other,39,21.0,operator,supervisor,male,2024-09-29,tuesday,0.38,night,7.2,earth_moving,other,fall_from_height,laceration,torso,days_away,none
3979,INC-C6CBB3C4,artisanal,surface,other,24,4.4,operator,truck_operator,male,2020-12-15,wednesday,9.95,morning,2.5,components_parts,operating_equipment,pit_collapse,laceration,multiple,days_away,none
3980,INC-D3932AE0,formal_large,surface,ethiopia,34,16.0,contractor,laborer,male,2020-01-30,sunday,17.22,evening,3.7,mobile_equipment,operating_equipment,other,laceration,upper_extremity,days_away,full
3981,INC-515C72E6,formal_small,surface,ghana,43,12.5,contractor,other,male,2024-04-09,monday,11.89,morning,7.3,mobile_equipment,cleaning_clearing,vehicle_motion,fracture,torso,permanent_disability,full
3982,INC-209F61E3,formal_small,surface,drc,37,19.0,operator,other,female,2022-09-01,thursday,16.0,evening,8.0,hand_tools,cleaning_clearing,vehicle_motion,amputation,torso,temporary_disability,full
3983,INC-51362D0E,formal_large,underground,tanzania,41,20.4,operator,blaster,male,2021-12-19,thursday,13.46,morning,10.1,earth_moving,other,other,laceration,foot_lower_leg,days_away,full
3984,INC-BD5E3B9F,formal_small,surface,other,61,24.6,contractor,truck_operator,female,2020-01-15,tuesday,13.74,morning,10.0,components_parts,cleaning_clearing,other,laceration,torso,fatality,partial
3985,INC-C0547ECD,formal_large,underground,ghana,44,26.0,contractor,mechanic_repairman,male,2022-09-27,wednesday,11.03,morning,6.2,earth_moving,drilling,fall_from_height,multiple,hand_finger,days_away,full
3986,INC-FC7903C6,formal_large,surface,south_africa,48,11.4,contractor,laborer,male,2020-09-01,friday,12.08,morning,3.5,mobile_equipment,lifting_lowering,vehicle_motion,laceration,multiple,first_aid,partial
3987,INC-009BD7DA,formal_small,underground,other,38,20.0,operator,supervisor,female,2022-10-03,tuesday,13.71,morning,7.5,drill_rig,charging_up,other,laceration,foot_lower_leg,days_away,full
3988,INC-3C035FE7,artisanal,surface,drc,36,4.5,operator,truck_operator,male,2020-10-04,monday,10.18,morning,2.4,mobile_equipment,lifting_lowering,struck_by_object,abrasion,foot_lower_leg,first_aid,none
3989,INC-98BEDF3E,artisanal,surface,south_africa,34,3.0,operator,laborer,male,2021-01-09,thursday,11.53,morning,7.5,mobile_equipment,operating_equipment,falling,laceration,multiple,permanent_disability,none
3990,INC-5F6E8EC0,artisanal,underground,tanzania,30,7.8,contractor,supervisor,female,2020-08-17,sunday,22.81,night,5.9,earth_moving,other,other,other,foot_lower_leg,temporary_disability,none
3991,INC-B92313C0,formal_small,surface,south_africa,35,17.0,contractor,truck_operator,male,2020-11-11,tuesday,9.01,morning,4.7,light_vehicle,operating_equipment,other,burns,hand_finger,fatality,full
3992,INC-2532D525,formal_large,surface,ethiopia,42,15.4,operator,supervisor,male,2023-07-02,thursday,12.17,morning,1.1,haul_truck,other,struck_by_object,laceration,hand_finger,days_away,full
3993,INC-3BD76CE2,formal_large,surface,ghana,65,4.4,operator,other,male,2023-07-23,friday,11.28,morning,11.0,mobile_equipment,lifting_lowering,other,multiple,hand_finger,permanent_disability,partial
3994,INC-6F00E4DE,formal_large,surface,ghana,40,22.0,operator,truck_operator,male,2022-04-17,wednesday,10.94,morning,0.6,mobile_equipment,maintenance_repair,struck_by_object,multiple,head_face,fatality,partial
3995,INC-5E9FD4A9,formal_large,underground,south_africa,46,28.0,operator,blaster,male,2024-02-16,wednesday,11.56,morning,6.3,components_parts,drilling,other,other,hand_finger,days_away,full
3996,INC-5410A2B5,formal_large,underground,ghana,35,16.5,operator,other,male,2024-10-21,friday,4.12,night,7.1,earth_moving,other,falling_object,laceration,upper_extremity,days_away,partial
3997,INC-1C307160,formal_small,surface,zimbabwe,18,0.0,operator,other,male,2020-09-07,friday,10.84,morning,6.7,haul_truck,operating_equipment,other,amputation,hand_finger,restricted_work,full
3998,INC-09277E19,formal_large,underground,south_africa,35,17.0,operator,blaster,male,2021-02-24,friday,12.29,morning,1.8,rock_drill,other,other,laceration,multiple,days_away,full
3999,INC-79444281,formal_large,surface,zimbabwe,65,8.1,operator,laborer,male,2023-10-04,sunday,10.26,morning,8.2,mobile_equipment,cleaning_clearing,hit_by_moving,laceration,torso,permanent_disability,partial
4000,INC-267FF49A,artisanal,underground,ethiopia,26,2.7,operator,blaster,male,2022-12-11,wednesday,12.78,morning,6.9,components_parts,charging_up,other,abrasion,torso,days_away,none
4001,INC-16489E67,formal_small,surface,tanzania,48,30.0,operator,excavator_operator,male,2021-08-19,saturday,11.51,morning,4.8,components_parts,maintenance_repair,other,amputation,foot_lower_leg,restricted_work,none
4002,INC-81259884,artisanal,surface,tanzania,45,11.3,contractor,excavator_operator,female,2022-11-26,sunday,13.16,morning,4.4,components_parts,maintenance_repair,struck_by_object,fracture,torso,fatality,none
4003,INC-459AC541,formal_large,surface,south_africa,58,16.2,operator,truck_operator,female,2022-12-21,tuesday,13.76,morning,1.6,mobile_equipment,maintenance_repair,struck_by_object,burns,multiple,days_away,full
4004,INC-318262EC,formal_small,surface,south_africa,39,10.8,operator,mechanic_repairman,male,2022-12-18,thursday,11.33,morning,5.2,components_parts,other,fall_slip,amputation,hand_finger,first_aid,full
4005,INC-7B096070,formal_large,underground,drc,20,2.0,operator,mechanic_repairman,male,2022-09-03,wednesday,4.43,night,6.2,earth_moving,barring_scaling,falling_object,contusion,torso,days_away,none
4006,INC-2E8FE0F3,formal_small,surface,other,32,14.0,operator,mechanic_repairman,male,2020-02-26,friday,10.19,morning,4.9,hand_tools,cleaning_clearing,trapped_between,fracture,foot_lower_leg,days_away,partial
4007,INC-5AC3C839,formal_large,surface,other,46,23.6,operator,laborer,female,2023-09-19,sunday,12.01,morning,4.8,mobile_equipment,other,hit_by_moving,laceration,hand_finger,days_away,partial
4008,INC-4A1B5DC0,formal_large,surface,other,45,11.2,operator,mechanic_repairman,male,2020-12-08,tuesday,13.63,morning,7.9,components_parts,cleaning_clearing,trapped_between,amputation,hand_finger,fatality,full
4009,INC-4C95002F,artisanal,surface,ethiopia,21,5.0,contractor,welder,male,2022-09-16,sunday,14.23,evening,9.6,haul_truck,other,pit_collapse,fracture,foot_lower_leg,fatality,none
4010,INC-A69A64CA,formal_large,surface,other,42,24.0,operator,other,male,2022-09-01,thursday,10.08,morning,11.8,haul_truck,lifting_lowering,other,fracture,upper_extremity,first_aid,none
4011,INC-D3E9A7DB,formal_large,surface,ghana,37,16.4,operator,laborer,male,2020-06-19,friday,11.39,morning,8.1,mobile_equipment,operating_equipment,other,multiple,upper_extremity,days_away,partial
4012,INC-98743FC0,artisanal,underground,drc,19,3.0,contractor,blaster,female,2021-06-09,thursday,12.29,morning,7.0,none,other,hit_by_moving,laceration,head_face,days_away,none
4013,INC-9CA2AAF2,formal_large,surface,other,51,5.1,contractor,mechanic_repairman,male,2021-05-24,thursday,13.16,morning,5.4,none,other,struck_by_object,fracture,upper_extremity,days_away,full
4014,INC-FC7733F3,formal_small,underground,drc,38,17.4,operator,laborer,male,2021-01-02,friday,10.56,morning,11.5,drill_rig,walking,other,laceration,upper_extremity,fatality,full
4015,INC-D2240C58,formal_small,underground,ghana,45,17.3,contractor,driller,male,2021-12-27,friday,11.39,morning,4.5,earth_moving,other,hit_by_moving,laceration,multiple,permanent_disability,partial
4016,INC-5F8197BD,formal_large,surface,ghana,44,17.1,operator,laborer,female,2021-06-18,wednesday,13.52,morning,10.6,mobile_equipment,other,other,laceration,hand_finger,days_away,full
4017,INC-9035099D,formal_small,surface,ghana,39,21.0,contractor,mechanic_repairman,male,2022-11-10,monday,8.49,morning,11.6,none,other,other,laceration,hand_finger,first_aid,full
4018,INC-F74A25F2,formal_large,underground,ghana,34,16.0,operator,blaster,male,2020-04-22,wednesday,21.49,evening,2.7,none,other,other,fracture,hand_finger,temporary_disability,full
4019,INC-871252CB,artisanal,underground,drc,30,14.0,operator,other,female,2020-11-05,monday,11.6,morning,4.6,none,other,struck_by_rock,abrasion,foot_lower_leg,days_away,none
4020,INC-7FE488B4,formal_large,surface,tanzania,38,17.7,contractor,supervisor,female,2022-07-30,tuesday,8.71,morning,8.2,mobile_equipment,other,struck_by_object,amputation,torso,fatality,none
4021,INC-A1F00E9F,formal_large,underground,south_africa,60,18.8,contractor,mechanic_repairman,male,2021-09-08,thursday,24.0,night,0.4,drill_rig,other,hit_by_moving,laceration,head_face,days_away,full
4022,INC-289C24EB,formal_large,underground,tanzania,53,13.7,operator,blaster,male,2022-01-28,thursday,20.86,evening,0.2,drill_rig,walking,fall_from_height,fracture,upper_extremity,days_away,partial
4023,INC-00F6DC91,artisanal,surface,ghana,28,6.7,operator,mechanic_repairman,female,2020-04-25,friday,10.72,morning,2.9,mobile_equipment,cleaning_clearing,falling,abrasion,upper_extremity,days_away,none
4024,INC-8A2E1C8A,artisanal,underground,ethiopia,38,4.0,contractor,laborer,female,2021-04-09,wednesday,21.18,evening,11.2,drill_rig,drilling,hit_by_moving,laceration,torso,days_away,none
4025,INC-1723710B,artisanal,surface,ghana,35,5.7,operator,mechanic_repairman,male,2021-08-11,friday,14.16,evening,5.6,light_vehicle,maintenance_repair,falling,fracture,hand_finger,restricted_work,none
4026,INC-EB5C42F5,artisanal,underground,zimbabwe,31,1.9,operator,supervisor,male,2020-02-10,thursday,2.28,night,2.4,earth_moving,other,falling_object,abrasion,head_face,restricted_work,none
4027,INC-17D1FB4A,artisanal,underground,tanzania,34,4.7,operator,blaster,male,2022-07-24,sunday,1.36,night,1.4,none,other,fall_from_height,other,multiple,days_away,none
4028,INC-63893D9F,formal_small,surface,tanzania,52,17.7,contractor,other,male,2020-04-02,thursday,12.0,morning,4.8,mobile_equipment,cleaning_clearing,other,multiple,upper_extremity,restricted_work,full
4029,INC-5AD4AE49,artisanal,surface,drc,34,6.5,operator,truck_operator,male,2024-09-05,friday,11.94,morning,4.1,mobile_equipment,other,pit_collapse,abrasion,multiple,fatality,none
4030,INC-9789307E,formal_small,surface,ghana,35,17.0,operator,mechanic_repairman,male,2020-03-13,thursday,17.3,evening,3.0,haul_truck,lifting_lowering,trapped_between,multiple,foot_lower_leg,days_away,full
4031,INC-DBDC3E42,formal_small,underground,tanzania,29,11.0,operator,driller,male,2020-11-20,saturday,11.81,morning,7.2,drill_rig,other,other,laceration,torso,first_aid,full
4032,INC-B619C297,artisanal,surface,south_africa,45,7.6,operator,mechanic_repairman,male,2022-08-09,tuesday,11.89,morning,5.0,haul_truck,other,falling,abrasion,hand_finger,restricted_work,none
4033,INC-0FBF0D50,formal_small,underground,zimbabwe,53,34.4,operator,driller,female,2020-02-20,thursday,2.15,night,7.4,none,walking,other,fracture,upper_extremity,permanent_disability,full
4034,INC-88ECA175,formal_large,surface,ethiopia,51,5.9,operator,truck_operator,male,2023-02-12,wednesday,12.16,morning,7.8,mobile_equipment,other,fall_slip,laceration,hand_finger,first_aid,none
4035,INC-4F8C2A35,formal_small,surface,tanzania,44,26.0,operator,other,male,2021-11-19,thursday,9.2,morning,5.9,light_vehicle,maintenance_repair,struck_by_object,amputation,multiple,days_away,full
4036,INC-BAC6F72D,formal_large,underground,other,39,21.0,contractor,driller,female,2020-02-05,sunday,11.99,morning,5.0,none,charging_up,other,other,torso,temporary_disability,full
4037,INC-EFD7D497,artisanal,surface,ghana,32,14.6,operator,mechanic_repairman,male,2023-01-14,thursday,13.33,morning,1.8,mobile_equipment,maintenance_repair,other,fracture,upper_extremity,temporary_disability,none
4038,INC-46E243C6,formal_small,surface,drc,29,7.5,operator,mechanic_repairman,male,2020-05-16,sunday,13.92,morning,6.6,haul_truck,operating_equipment,other,amputation,foot_lower_leg,first_aid,full
4039,INC-26721327,artisanal,surface,ghana,26,10.0,operator,other,male,2023-01-14,sunday,11.36,morning,10.1,components_parts,lifting_lowering,pit_collapse,contusion,hand_finger,days_away,none
4040,INC-348F274B,formal_small,surface,ethiopia,51,33.0,contractor,truck_operator,male,2023-04-29,thursday,9.71,morning,3.2,haul_truck,other,hit_by_moving,laceration,upper_extremity,days_away,full
4041,INC-A622AEAF,artisanal,surface,drc,32,8.6,operator,mechanic_repairman,male,2021-09-22,wednesday,14.18,evening,9.0,mobile_equipment,other,falling,laceration,head_face,restricted_work,none
4042,INC-2FE4DF6C,formal_large,surface,tanzania,54,8.4,operator,mechanic_repairman,female,2023-01-13,saturday,11.69,morning,7.8,components_parts,other,other,burns,foot_lower_leg,fatality,full
4043,INC-A11681A1,artisanal,surface,other,18,2.0,operator,other,female,2020-03-09,tuesday,13.52,morning,7.0,mobile_equipment,operating_equipment,struck_by_object,laceration,upper_extremity,days_away,none
4044,INC-F83BDD2B,formal_small,surface,drc,36,18.0,operator,excavator_operator,male,2024-05-08,thursday,11.0,morning,3.4,mobile_equipment,other,fall_slip,amputation,hand_finger,restricted_work,full
4045,INC-6937309E,formal_large,surface,ghana,35,5.3,operator,laborer,male,2024-08-04,sunday,13.24,morning,4.6,haul_truck,other,other,amputation,foot_lower_leg,fatality,full
4046,INC-76389BF9,formal_large,surface,other,54,10.8,operator,laborer,male,2020-11-05,saturday,11.46,morning,3.0,components_parts,other,struck_by_object,multiple,upper_extremity,temporary_disability,full
4047,INC-30361218,formal_large,surface,other,36,18.0,contractor,excavator_operator,female,2022-07-05,sunday,12.0,morning,7.3,mobile_equipment,maintenance_repair,trapped_between,multiple,upper_extremity,restricted_work,full
4048,INC-8D56ADAD,formal_small,underground,ghana,59,25.1,operator,laborer,male,2022-01-28,thursday,1.74,night,3.7,components_parts,other,fall_from_height,contusion,foot_lower_leg,restricted_work,full
4049,INC-1B99411D,artisanal,surface,south_africa,30,3.2,contractor,supervisor,male,2023-11-18,monday,12.0,morning,0.3,mobile_equipment,operating_equipment,pit_collapse,contusion,multiple,first_aid,none
4050,INC-EE7D6B09,artisanal,surface,ghana,38,4.8,contractor,other,male,2021-01-27,thursday,11.55,morning,0.5,mobile_equipment,lifting_lowering,pit_collapse,other,foot_lower_leg,fatality,none
4051,INC-5D9FC938,artisanal,surface,drc,35,4.2,operator,laborer,female,2021-12-25,friday,13.75,morning,9.9,mobile_equipment,operating_equipment,falling,laceration,hand_finger,days_away,none
4052,INC-EA53DE30,formal_small,underground,other,41,16.8,operator,blaster,male,2021-11-12,monday,13.99,morning,11.7,components_parts,drilling,struck_by_rock,contusion,foot_lower_leg,permanent_disability,partial
4053,INC-C6F1A153,formal_small,underground,drc,39,21.0,operator,other,male,2024-02-27,thursday,11.58,morning,6.3,components_parts,other,struck_by_rock,laceration,head_face,permanent_disability,full
4054,INC-07F51AB6,artisanal,underground,ghana,32,8.8,operator,driller,male,2022-08-04,thursday,22.0,night,3.2,earth_moving,charging_up,other,fracture,torso,days_away,none
4055,INC-351198AB,artisanal,underground,south_africa,35,3.4,operator,driller,male,2023-12-03,friday,20.56,evening,9.8,drill_rig,drilling,struck_by_rock,other,head_face,fatality,none
4056,INC-9C25D4A6,formal_large,surface,zimbabwe,43,24.3,operator,other,male,2020-05-17,tuesday,15.25,evening,2.9,mobile_equipment,directing_equipment,struck_by_object,laceration,multiple,days_away,full
4057,INC-B352DE7A,artisanal,underground,ghana,38,18.3,operator,laborer,male,2020-06-23,saturday,2.47,night,1.7,rock_drill,other,hit_by_moving,fracture,foot_lower_leg,days_away,none
4058,INC-3115D32A,formal_small,surface,south_africa,39,21.0,contractor,mechanic_repairman,male,2024-09-21,friday,13.73,morning,2.1,mobile_equipment,directing_equipment,struck_by_object,multiple,head_face,days_away,full
4059,INC-70261A3E,artisanal,underground,south_africa,40,13.1,contractor,driller,male,2020-04-03,thursday,13.63,morning,0.8,none,other,other,abrasion,torso,days_away,none
4060,INC-27C8E1DA,artisanal,underground,south_africa,33,14.9,operator,blaster,male,2023-05-07,wednesday,19.1,evening,8.5,rock_drill,other,other,abrasion,head_face,permanent_disability,none
4061,INC-38259048,artisanal,underground,south_africa,28,4.6,operator,driller,female,2020-09-29,wednesday,13.71,morning,5.8,rock_drill,charging_up,struck_by_rock,contusion,foot_lower_leg,restricted_work,none
4062,INC-FD5A8B3B,formal_large,surface,drc,53,17.2,operator,welder,male,2022-08-02,wednesday,13.85,morning,1.4,light_vehicle,other,trapped_between,amputation,foot_lower_leg,days_away,none
4063,INC-04228567,formal_small,underground,ghana,51,9.9,contractor,driller,male,2024-02-11,thursday,14.14,evening,4.7,none,other,other,other,foot_lower_leg,first_aid,full
4064,INC-4A140B32,formal_large,surface,ghana,53,9.8,operator,laborer,male,2022-05-16,saturday,11.21,morning,6.2,haul_truck,cleaning_clearing,trapped_between,laceration,foot_lower_leg,first_aid,partial
4065,INC-66C9232E,artisanal,surface,ethiopia,18,2.0,operator,mechanic_repairman,male,2021-05-07,thursday,10.41,morning,0.3,haul_truck,maintenance_repair,other,laceration,hand_finger,days_away,none
4066,INC-DCD358A9,formal_large,surface,other,44,15.3,operator,mechanic_repairman,male,2020-10-26,wednesday,10.48,morning,0.1,hand_tools,maintenance_repair,trapped_between,laceration,upper_extremity,fatality,full
4067,INC-4C693B22,artisanal,surface,drc,37,4.4,contractor,mechanic_repairman,female,2021-12-23,sunday,13.63,morning,2.6,haul_truck,maintenance_repair,struck_by_object,abrasion,head_face,fatality,none
4068,INC-59FDF7A8,artisanal,surface,ethiopia,34,7.9,contractor,truck_operator,male,2024-09-20,friday,10.12,morning,7.0,mobile_equipment,operating_equipment,other,abrasion,head_face,days_away,none
4069,INC-4E3CACAA,formal_large,surface,tanzania,38,11.1,contractor,supervisor,male,2022-11-22,thursday,12.73,morning,2.4,mobile_equipment,other,vehicle_motion,contusion,head_face,fatality,full
4070,INC-6DE48D62,formal_small,surface,tanzania,42,10.6,operator,mechanic_repairman,male,2022-04-28,sunday,13.91,morning,5.5,mobile_equipment,other,hit_by_moving,amputation,head_face,fatality,partial
4071,INC-1F1A660A,artisanal,surface,tanzania,31,7.4,operator,laborer,female,2023-04-05,friday,10.46,morning,2.8,none,other,other,abrasion,head_face,days_away,none
4072,INC-5DF59B25,formal_small,surface,zimbabwe,38,6.7,operator,mechanic_repairman,male,2022-08-27,friday,11.6,morning,7.8,light_vehicle,maintenance_repair,struck_by_object,laceration,foot_lower_leg,first_aid,full
4073,INC-717E85DD,formal_large,surface,ethiopia,56,15.8,operator,excavator_operator,male,2022-02-17,wednesday,13.49,morning,1.5,mobile_equipment,other,fall_slip,laceration,upper_extremity,first_aid,none
4074,INC-D2313F03,formal_large,underground,zimbabwe,52,6.6,operator,blaster,male,2020-10-30,thursday,11.41,morning,4.7,none,other,fall_from_height,other,multiple,days_away,none
4075,INC-9659EB0F,formal_small,surface,ghana,42,15.6,operator,truck_operator,male,2022-03-31,saturday,13.47,morning,4.1,mobile_equipment,directing_equipment,other,fracture,torso,permanent_disability,partial
4076,INC-E2D3A65D,artisanal,underground,ghana,25,9.0,operator,mechanic_repairman,male,2021-05-09,thursday,14.27,evening,6.0,none,drilling,falling_object,fracture,torso,days_away,none
4077,INC-F2A6E4C8,formal_small,surface,ghana,34,5.6,operator,mechanic_repairman,male,2021-08-22,friday,12.3,morning,4.7,components_parts,operating_equipment,trapped_between,amputation,multiple,days_away,full
4078,INC-2914C654,formal_large,surface,ghana,57,14.8,contractor,welder,female,2021-07-06,friday,10.55,morning,6.6,haul_truck,directing_equipment,hit_by_moving,laceration,hand_finger,days_away,partial
4079,INC-168E363A,formal_small,surface,ethiopia,44,23.9,operator,truck_operator,male,2020-06-20,sunday,12.29,morning,3.2,haul_truck,maintenance_repair,hit_by_moving,laceration,hand_finger,days_away,none
4080,INC-D5924769,formal_small,surface,zimbabwe,41,10.8,operator,truck_operator,male,2022-08-09,wednesday,10.06,morning,1.5,mobile_equipment,maintenance_repair,struck_by_object,amputation,multiple,first_aid,full
4081,INC-595BD700,formal_large,surface,south_africa,57,21.1,operator,laborer,male,2020-09-27,friday,9.99,morning,1.2,none,lifting_lowering,vehicle_motion,fracture,multiple,first_aid,none
4082,INC-CC7579D2,artisanal,surface,ghana,37,19.1,operator,other,male,2022-01-16,saturday,12.47,morning,2.4,hand_tools,other,falling,contusion,hand_finger,restricted_work,none
4083,INC-18F39B9D,formal_large,surface,ghana,38,20.0,operator,laborer,male,2024-06-12,monday,12.0,morning,5.7,mobile_equipment,directing_equipment,struck_by_object,multiple,foot_lower_leg,days_away,none
4084,INC-CEC8742E,formal_small,surface,tanzania,39,12.5,operator,welder,male,2024-03-22,friday,13.62,morning,5.6,components_parts,other,struck_by_object,fracture,foot_lower_leg,days_away,full
4085,INC-9A426683,artisanal,surface,ghana,28,8.3,operator,excavator_operator,male,2024-11-15,saturday,12.03,morning,5.8,mobile_equipment,operating_equipment,pit_collapse,laceration,upper_extremity,first_aid,none
4086,INC-92164438,formal_small,surface,south_africa,40,6.4,operator,welder,female,2020-09-29,friday,11.16,morning,8.3,haul_truck,operating_equipment,other,multiple,foot_lower_leg,temporary_disability,partial
4087,INC-92F64548,artisanal,underground,south_africa,30,2.4,operator,driller,male,2024-02-16,tuesday,2.03,night,4.5,none,drilling,other,laceration,head_face,days_away,none
4088,INC-9D4361D4,formal_large,surface,zimbabwe,30,12.0,contractor,excavator_operator,male,2024-01-26,monday,11.47,morning,5.1,haul_truck,directing_equipment,trapped_between,multiple,hand_finger,first_aid,partial
4089,INC-3A4F55F1,formal_large,surface,south_africa,45,27.0,contractor,excavator_operator,male,2021-07-12,monday,15.41,evening,5.8,mobile_equipment,cleaning_clearing,struck_by_object,laceration,upper_extremity,temporary_disability,full
4090,INC-0C4443C1,formal_large,surface,zimbabwe,35,12.5,operator,welder,female,2021-10-26,monday,12.53,morning,2.2,components_parts,other,struck_by_object,laceration,hand_finger,days_away,full
4091,INC-830237AF,artisanal,surface,ethiopia,30,6.0,operator,supervisor,male,2020-11-21,wednesday,13.41,morning,7.1,mobile_equipment,maintenance_repair,pit_collapse,abrasion,multiple,days_away,none
4092,INC-089AE153,artisanal,surface,other,33,17.0,operator,truck_operator,male,2024-10-30,friday,13.62,morning,8.1,light_vehicle,other,struck_by_object,laceration,foot_lower_leg,permanent_disability,none
4093,INC-BE0120D2,formal_large,surface,tanzania,37,19.0,operator,mechanic_repairman,male,2022-07-18,friday,12.74,morning,2.9,components_parts,other,other,laceration,hand_finger,first_aid,none
4094,INC-B38A57B8,formal_large,surface,south_africa,36,18.0,operator,laborer,male,2021-06-11,thursday,11.55,morning,7.5,mobile_equipment,other,other,laceration,torso,restricted_work,full
